"group","variant","status","score","code"
"0","0","FAIL","0","module ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    if (a inside {1,2,3,4,5,6,7,8})\\n      (a, b *> s) = dl1;\\n    else\\n      (a, b *> s) = dl2;\\n    if (a inside {1,2,3,4,5,6,7,8})\\n      (a, b *> ca) = dl1;\\n    else\\n      (a, b *> ca) = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Testbench Code:\\nmodule tb_ha_8; // Testbench for the modified design ha_8\\n  reg a,b,clock;\\n  wire s,ca;\\n  ha_8 uut(s,ca,a,b);\\n  initial\\n    begin\\n      $dumpfile(""dump.vcd""); $dumpvars;\\n      a = 0; b = 0;\\n      clock = 0;\\n      repeat (2) #10;\\n      a = 1; b = 1;\\n      repeat (2) #10;\\n      a = 1; b = 0;\\n      repeat (2) #10;\\n      a = 0; b = 1;\\n      repeat (2) #10;\\n      $finish;\\n    end\\n  always #1 clock = ~clock;\\n  initial\\n    begin\\n      #10;\\n      clock = 1;\\n      repeat (10)\\n        #10;\\n    end\\nendmodule\\n### Simulation Result:\\n### Screenshot of Waveform:\\n\\n![Waveform](https://raw.githubusercontent.com/hugh-lim/Digital-System-Design-2/main/Labs/Lab4B/ha_8_with_specparam_path_delays_tb_output.PNG)\\n\\n### Reflection:\\n- I noticed that if I removed the `a inside {1,2,3,4,5,6,7,8}` statements, the design output matched exactly with the unmodified design.\\n- `a inside {1,2,3,4,5,6,7,8}` is basically a if condition with a logical expression and a path delay expression. \\n- The result of the logical expression, in this case, `a inside {1,2,3,4,5,6,7,8}`, is either true or false, which means that I can simply use `a inside {1,2,3,4,5,6,7,8}` as a condition to add a delay to a path.\\n- The delay expression after the condition is assigned to the path.\\n- The original design had both paths delay `dl1`.\\n- The modified design has different delays for each path.\\n- Path delay expressions have a higher priority than other expressions.\\n- The `if` statement will always be evaluated first before the logical expression, which means that both the `if` statement and the logical expression will be evaluated before the path delay expressions are assigned to the paths.\\n- `a inside {1,2,3,4,5,6,7,8}` will evaluate to true if a is within the values 1 through 8.\\n- Hence, the modified design will have the paths with different delays when a value of 1 through 8 is assigned to a.\\n\\n##### Reference:\\n[Verilog Expressions](https://www.allaboutcircuits.com/textbook/verilog/chpt-7/expressions/)\\n[Array Slice Expressions](https://www.t"
"0","1","FAIL","0","module ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    if(a[5:1] inside {[6:10], [2:4], [0:2]}) begin\\n      (a, b *> s) = dl1;\\n      (a, b *> ca) = dl2;\\n    end\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Verification:\\nRun the command ""run"" to obtain the summary report.\\nThe expected report should be:\\n```"
"0","2","FAIL","0","module ha_10(s,ca,a,b);\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1;\\n    specparam dl2 = dl1 + 1;\\n    // Assign path delays using specparams\\n    if (`a in {s[6:0],d[2:0]})\\n      (a, b *> s) = dl1;"
"0","3","FAIL","0","module ha_9(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    if ( (a, b) inside {[0:1] [6:7], [4:5] [8:9]} ) begin\\n      (a, b *> s) = dl1;\\n      (a, b *> ca) = dl2;\\n    end\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### What does this do?\\n1. This adds an if condition checking whether the element is inside the range list [0:1] [6:7] or [4:5] [8:9].\\n2. If it is inside the range list, then we apply the path delays for the output.\\n\\n### Sample Testbench Code:\\nmodule ha_test;\\n  wire ca, s;\\n  reg [3:0] a,b;\\n  ha_9 dut(.s(s),.ca(ca),.a(a),.b(b));\\n  initial begin\\n    $dumpfile(""ha_viz.vcd""); $dumpvars(1);\\n    #(10);"
"0","4","FAIL","0","module ha_9(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a, b *> ca) = dl2;\\n  endspecify\\n  xor(s,a,b);\\n  and(ca,a,b);\\nendmodule\\nmodule dlx_9(s,a,b); // Design Library Xor\\n  input a,b; output s;\\n  ha_9 h0(s,a,b);\\nendmodule\\nmodule dlx_5(s,a,b); // Design Library And\\n  input a,b; output s;\\n  dlx_9 dlx0(s,a,b);\\nendmodule\\nmodule top(s,a,b);\\n  xor s;"
"0","5","FAIL","0","module ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a, b *> ca) = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Pass/Fail Criteria:\\nHDL compilers should reject any HDL file containing logic error.\\n### Sample Testbench:\\nmodule tb;\\n  logic [3:0] a,b,s,ca;\\n  ha_8 u0(.*);\\n  initial begin\\n    repeat(5) begin\\n      #10;\\n      a = $random;\\n      b = $random;\\n      $display(""a=%b, b=%b, s=%b, ca=%b"",a,b,s,ca);\\n    end\\n    $finish;\\n  end\\nendmodule\\n### Passing Code:\\nmodule ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a[1], b[1]) *> ca = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a[1],b[1]);\\nendmodule\\n### Sample Testbench:\\nmodule tb;\\n  logic [3:0] a,b,s,ca;\\n  ha_8 u0(.*);\\n  initial begin\\n    repeat(5) begin\\n      #10;\\n      a = $random;\\n      b = $random;\\n      $display(""a=%b, b=%b, s=%b, ca=%b"",a,b,s,ca);\\n    end\\n    $finish;\\n  end\\nendmodule\\n### Passing Code:\\nmodule ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a[1], b[1:1]) *> ca = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a[1],b[1:1]);\\nendmodule\\n### Pass/Fail Criteria:\\nHDL compilers should reject any HDL file containing logic error.\\n### Sample Testbench:\\nmodule tb;\\n  logic [3:0] a,b,s,ca;\\n  ha_8 u0(.*);\\n  initial begin\\n    repeat(5) begin\\n      #10;\\n      a = $random;\\n      b = $random;\\n      $display(""a=%b, b=%b, s=%b, ca=%b"",a,b,s,ca);\\n    end\\n    $finish;\\n  end\\nendmodule\\n### Passing Code:\\nmodule ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a[1], b[1:2]) *> ca = dl2;\\n  endspec"
"0","6","FAIL","0","module ha_8(s,ca,a,b);\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1;\\n    specparam dl2 = dl1 + 1;\\n    (a, b *> s) = dl1;\\n    (a, b *> ca) = dl2;\\n    if (a[0:1][0:1]==2'b00)\\n      (a, b *> s) = 1;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Expected Output:\\n```\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  'dl1' is not a constant\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  'dl2' is not a constant\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  Illegal array reference to 'a'.\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  Illegal array reference to 'b'.\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  Illegal array reference to's'.\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  Illegal array reference to 'ca'.\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  Illegal array reference to's'.\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  Illegal array reference to 'ca'.\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  'dl1' is not a constant\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  'dl2' is not a constant\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  (ca, a, b) \\n  'ca' is not a signal\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  (ca, a, b) \\n  'a' is not a signal\\n11/14/20 20:45:04 Error: HDL error in (file <file:hdl> line <number:1>): \\n  (ca, a, b) \\n  'b' is not a signal\\n```\\n### Version 1:\\n#### Base Verilog Code:\\nmodule ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a, b *> ca) = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Variation Instruction:\\nAdd an if condition that checks whether a 4D"
"0","7","FAIL","0","module ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a, b *> ca) = dl2;\\n  if (s[3:1] inside {2'b101,2'b110,2'b111,2'b011})\\n    s = 1;\\n  else if (s [3:1] inside {2'b010,2'b011,2'b100,2'b101})\\n    ca = 1;\\n  else if (s[3:1] inside {2'b100,2'b010})  // Note use of 'inside' operator\\n    s = ca = 0;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Synthesis Log:\\n[Synth 8-508] synth_design -top testbench_h -part xc7a100tfgg484-3\\n### Simulation Log:\\n[Sim 8-508] do_simulate -force xcelium -input testbench_h\\nUsing Xcelium version 20.1.0-1139954\\n.l ha_8.v\\n.l testbench_h.v\\n.procs\\n.end\\ntrce -labels -v\\nrtrace -labels -v\\n.end\\n.tran 0.01 0.10\\n.end"
"0","8","FAIL","0","module ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    if(a && b)\\n      (a, b *> s) = dl1;\\n    if(ca)\\n      (a, b *> ca) = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Synthesis Results:\\n#### Latency:\\n![alt text](https://github.com/ahmed-si/Low-Power-FPGA-Designs/blob/main/Specify_path_delays/src/results/specify_path_delays_latency.png?raw=true)\\n#### Area: \\n![alt text](https://github.com/ahmed-si/Low-Power-FPGA-Designs/blob/main/Specify_path_delays/src/results/specify_path_delays_"
"0","9","FAIL","0","module ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    if (a[3:0] inside {2,3})\\n      // Assign path delays using specparams\\n      (a, b *> s) = dl1;\\n    else\\n      (a, b *> s) = dl1 + 2;\\n    if (a[3:0] inside {2,3})\\n      (a, b *> ca) = dl2;\\n    else\\n      (a, b *> ca) = dl2 + 2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n### Simulation Log:\\n```\\nmodule ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    if (a[3:0] inside {2,3})\\n      // Assign path delays using specparams\\n      (a, b *> s) = dl1;\\n    else\\n      (a, b *> s) = dl1 + 2;\\n    if (a[3:0] inside {2,3})\\n      (a, b *> ca) = dl2;\\n    else\\n      (a, b *> ca) = dl2 + 2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\n\\nmodule tb_ha_8();\\n  reg [7:0] a; reg b; wire s; wire ca;\\n  ha_8 h (.s(s),.ca(ca),.a(a),.b(b));\\n  initial begin\\n    a = 2'b00; b = 1'b1; \\n    #1;\\n    a = 2'b00; b = 1'b0;\\n    #1;\\n    a = 2'b01; b = 1'b1; \\n    #1;\\n    a = 2'b01; b = 1'b0;\\n    #1;\\n    a = 2'b10; b = 1'b1; \\n    #1;\\n    a = 2'b10; b = 1'b0;\\n    #1;\\n    a = 2'b11; b = 1'b1; \\n    #1;\\n    a = 2'b11; b = 1'b0;\\n    #1;\\n  end\\nendmodule\\nmodule rtl;\\n  ha_8 h (.s(s),.ca(ca),.a(a),.b(b));\\nendmodule\\n\\nmodule tb_ha_8();\\n  reg [7:0] a; reg b; wire s; wire ca;\\n  ha_8 h (.s(s),.ca(ca),.a(a),.b(b));\\n  initial begin\\n    a = 2'b00; b = 1'b1; \\n    #1;\\n    a = 2'b00; b = 1'b0;\\n    #1;\\n    a = 2'b01; b = 1'b1; \\n    #1;\\n    a = 2'b01; b = 1'b0;\\n    #1;\\n    a = 2'b10; b = 1'b1; \\n    #1;\\n    a = 2'b10; b = 1'b0;\\n    #1;\\n    a = 2'b11; b = 1'b1; \\n    #1;\\n    a = 2'b11; b = 1'b0;\\n    #1;\\n  end\\nendmodule\\ntb_ha"
