"group","variant","status","score","code"
"0","0","FAIL","0","module add_4_2(a,b,c);\\n  input [3:0] a,b; output [3:0]"
"0","1","FAIL","0","module ha_8(s,ca,a,b,in); // Half Adder with specparam path delays\\n  input a,b,in; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    if (in) (a, b *> s) = dl1;\\n    else (a, b *> s) = dl1;\\n    if (in) (a, b *> ca) = dl2;\\n    else (a, b *> ca) = dl2;"
"0","2","FAIL","0","module ha_8(s,ca,a,b);\\n  input a,b;\\n  output s,ca;\\n  specify\\n    specparam dl1 = 1;\\n    specparam dl2 = dl1 + 1;\\n    (a, b *> s) = dl1;\\n    (a, b *> ca) = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b);\\nendmodule\\nmodule f();\\n  logic a,b,s,ca;\\n  ha_8 #( dl1=8, dl2=9 ) ha_inst (s,ca,a,b);\\n  logic p[33:0][31:0];\\n  int q; // new variable\\n  specify\\n    // Modify the if condition to check whether a 4D packed logic array variable is in a range list using array slice expressions.\\n    if (q[5:2][1:2] inside {[4:1]})\\n      // Add a path delay to the ha"
"0","3","FAIL","0","module ha_8(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    (a, b *> s) = dl1;\\n    (a, b *> ca) = dl2;\\n  endspecify\\n  xor (s,a,b);\\n  and (ca,a,b"
"0","4","FAIL","0","module ha_8_p(s,ca,a,b); // Half Adder with specparam path delays\\n  input a,b; output s,ca;\\n  specify\\n    specparam dl1 = 1; // Define specify parameter for s delay\\n    specparam dl2 = dl1 + 1; // Define specify parameter for ca delay based on dl1\\n    // Assign path delays using specparams\\n    if ($isunknown(x[a:b][c:d][e:f][g:h]) || (a<0) || (b<0) || (c<0) || (d<0) || (e<0) || (f<0) || (g<0) || (h<0))\\n      (a, b *> s) = dl1;\\n      (a, b *> ca) = dl2;\\n    else\\n      (a[b][c][d][e] : a[b][c][d][f] : a[b][c"
"1","0","FAIL","0","```\\ntimescale 1ns/100ps\\nmodule ShiftRegister8 (input sl, sr, clk, input [7:0] ParIn, input [1:0] m, output reg [7:0] ParOut);\\nalways @(negedge clk) begin\\n    case (m)\\n        0: ParOut <= ParOut;\\n        1: ParOut <= {sl, ParOut[7:1]};\\n        2: ParOut <= {ParOut[6:0], sr};\\n        3: ParOut <= ParIn;\\n        4: ParOut <= {ParOut[6:0], sl, sr};\\n        default: ParOut <= 8'bX;\\n    endcase\\nend\\nendmodule\\n```\\n### Unit Test Bench:\\n```\\ntimescale 1ns/100ps\\nmodule ShiftRegister8_UnitTest;\\nparameter WIDTH = 8;\\nreg sr, sl;\\nreg clk;\\nwire [WIDTH-1:0] ParOut;\\nwire [WIDTH-1:0] ParIn;\\nreg [1:0] m;\\nShiftRegister8 U1 (sl, sr, clk, ParIn, m, ParOut);\\ninitial begin\\n    //Set inputs\\n    ParIn = 'hAB;\\n    m = 'b0;\\n    sr = 1;\\n    sl = 1;\\n    clk = 0;\\n    $monitor(""%t: ParIn=%b, Sl=%b, Shr=%b, m=%b, ParOut=%b,"",\\n                $time, ParIn, sl, sr, m, ParOut);\\n    #100;\\n    m = 'b1;\\n    #100;\\n    m = 'b2;\\n    #100;\\n    m = 'b3;\\n    #100;\\n    $finish;\\nend\\nalways #5 clk = ~clk;\\nendmodule\\n```\\n\\n### Results:\\n### Running\\n```\\nvlog -sv../src/ShiftRegister8.sv\\nvsim -novopt -c ShiftRegister8_UnitTest\\nrun -all\\n```\\n### Viewing the Transcript:\\n```\\n$ cat transcript\\n# ** Note: ShiftRegister8_UnitTest.v(80)\\n# ** STEP: 100\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=0, ParOut=00000000,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=1, ParOut=00000000,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=2, ParOut=00000000,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=3, ParOut=10101010,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=4, ParOut=10100010,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=0, ParOut=00000000,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=1, ParOut=00000000,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=2, ParOut=00000000,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=3, ParOut=10101010,\\n# ** Note: #100; ParIn=10101010, Sl=X, Shr=X, m=4, ParOut=10100010,\\n# ** Note: #100; ParIn=101"
"1","1","FAIL","0","```timescale 1ns/100ps\\nmodule ShiftRegister8 (input sl, sr, clk, input [7:0] ParIn, input [1:0] m, output reg [7:0] ParOut);\\nalways @(negedge clk) begin\\n    case (m)\\n        0: ParOut <= ParOut;\\n        1: ParOut <= {sl, ParOut[7:1]};\\n        2: ParOut <= {ParOut[6:0], sr};\\n        3: ParOut <= ParIn;\\n        default: ParOut <= 8'bX;\\n        4: ParOut <= {ParOut[6:1], ParOut[0], sr, sl};\\n    endcase\\nend\\nendmodule\\n```\\n### Sensitivity List:\\n```\\nalways @(negedge clk)\\n```\\n### Unpacked Arrays:\\n```"
"1","2","FAIL","0","```\\nmodule Multiplier_4bit(input [3:0] A, B, output C);\\nwire [7:0] AB;\\nassign AB = A*B;\\nassign C = AB[7:4] && AB[3:0];\\nendmodule\\n\\nmodule Multiplier_4bit_ovf(input [3:0] A, B, output C);\\nwire [7:0] AB;\\nassign AB = A*B;\\nassign C = AB[8]? 8'b1 : AB[7:4] && AB[3:0];\\nendmodule\\n```\\n### Simulation\\n#### Reference Simulation\\n![ref](https://github.com/DuminduNuwan1985/Digital-Logic-Lab-Experiments/blob/master/DL/Multiplier_Experiments/images/mult_4_ref.png)\\n#### Variation Simulation\\n![var](https://github.com/DuminduNuwan1985/Digital-Logic-Lab-Experiments/blob/master/DL/Multiplier_Experiments/images/mult_4_var.png)\\n#### Difference Image\\n![diff](https://github.com/DuminduNuwan1985/Digital-Logic-Lab-Experiments/blob/master/DL/Multiplier_Experiments/images/mult_4_diff.png)\\n\\n## 12. Design a 4-bit adder to add 2 4-bit numbers A[3:0], B[3:0], and an 8-bit result C[7:0]. The adder should implement the overflow condition.\\n### Base Verilog Code:\\n```\\nmodule Adder_4bit(input [3:0] A, B, output reg [7:0] C);\\nassign C[7] = A[3]"
"1","3","FAIL","0","```\\nmodule ShiftRegister8 (input sl, sr, clk, input [7:0] ParIn, input [1:0] m, output reg [7:0] ParOut);\\nalways @(negedge clk) begin\\n    case (m)\\n        0: ParOut <= ParOut;\\n        1: ParOut <= {sl, ParOut[7:1]};\\n        2: ParOut <= {ParOut[6:0], sr};\\n        3: ParOut"
"1","4","FAIL","0","`timescale 1ns/100ps\\nmodule ShiftRegister8 (input sl, sr, clk, input [7:0] ParIn, input [1:0] m, output reg [7:0] ParOut);\\nalways @"
"2","0","FAIL","0","module example7_6_s(D, Clock, Q);\\ninput D, Clock;\\noutput Q;\\nreg Q;\\nreg 	[7:0] 	array [7:0];\\nalways @(posedge Clock)\\nbegin\\n    Q <= array[0];\\n    while (array[i] > 0)\\n        with (array[i])\\n            array[i] <= array[i] + 1;\\nend\\nendmodule\\n//Example 7.7\\n### Base Verilog Code:\\nmodule example7_7(D, Clock, Q1, Q2);\\ninput D, Clock;\\noutput Q1, Q"
"2","1","FAIL","0","module example7_5(Clock, Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8);\\ninput Clock;\\noutput Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8;\\nreg Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8;\\nreg [15:0] array_1 [4:0];\\ninteger k;\\nalways @(posedge Clock)\\nbegin\\n    array_1[0] <= Q1;\\n    // Change loop to use a while condition\\n    while (k < 4)\\n    begin\\n        array_1[k + 1] <= array_1[k];\\n        k = k + 1;\\n    end\\n    Q2 <= array_1[0];\\n    Q3 <= array_1[1];\\n    Q4 <="
